,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,bound sulfur dioxide,free sulfur dioxide,pH,sulphates,alcohol
281,5.8,0.27,0.27,12.3,0.045,115.0,55.0,3.28,0.42,9.3
3761,6.0,0.33,0.26,5.1,0.051,103.0,16.0,3.15,0.41,9.2
2594,6.6,0.2,0.27,10.9,0.038,101.0,29.0,3.11,0.44,10.5
5414,6.9,0.19,0.38,1.15,0.023,75.0,30.0,3.11,0.38,11.4
3404,7.1,0.28,0.31,1.5,0.053,78.0,20.0,3.15,0.5,11.4
1209,7.1,0.26,0.32,5.9,0.037,58.0,39.0,3.31,0.4,11.6
1604,7.7,0.3,0.42,14.3,0.045,168.0,45.0,3.18,0.63,9.2
4681,6.6,0.27,0.33,1.4,0.042,159.0,24.0,3.29,0.46,10.7
3230,7.3,0.41,0.29,1.8,0.032,48.0,26.0,2.96,0.35,13.0
2527,6.7,0.39,0.31,2.7,0.054,175.0,27.0,3.46,0.57,10.5
1080,8.0,0.22,0.42,14.6,0.044,118.0,45.0,3.21,0.69,8.6
4798,7.5,0.32,0.37,1.2,0.048,162.0,22.0,3.09,0.43,9.3
1734,7.2,0.23,0.33,12.7,0.049,133.0,50.0,3.41,0.4,9.8
363,7.0,0.21,0.28,8.6,0.045,184.0,37.0,3.25,0.54,10.4
3378,7.5,0.34,0.28,4.0,0.028,54.0,46.0,3.2,0.5,13.2
3462,6.2,0.27,0.32,6.3,0.048,112.0,47.0,3.21,0.6,11.0
3728,6.3,0.28,0.34,8.1,0.038,85.0,44.0,3.26,0.29,12.1
3387,6.6,0.32,0.26,4.6,0.031,94.0,26.0,3.4,0.73,12.5
2801,6.4,0.21,0.34,16.05,0.04,86.0,56.0,3.11,0.38,10.6
3442,6.4,0.35,0.28,1.6,0.037,82.0,31.0,3.12,0.4,14.2
1940,7.3,0.21,0.21,1.6,0.046,98.0,35.0,3.38,0.46,10.0
1458,7.0,0.2,0.3,6.1,0.037,89.0,31.0,3.24,0.51,10.8
3175,6.4,0.38,0.24,7.2,0.047,110.0,41.0,3.11,0.6,9.2
2716,5.6,0.18,0.27,1.7,0.03,72.0,31.0,3.35,0.37,12.9
5167,6.9,0.28,0.41,1.4,0.016,49.0,6.0,3.16,0.4,13.4
5150,9.3,0.34,0.49,7.3,0.052,116.0,30.0,3.17,0.61,10.2
4852,6.1,0.24,0.3,1.5,0.045,39.0,22.0,3.31,0.54,10.4
3157,7.0,0.24,0.35,1.0,0.032,62.0,42.0,3.16,0.37,11.7
2007,7.5,0.3,0.32,1.4,0.032,130.0,31.0,2.95,0.42,10.5
3525,6.8,0.14,0.35,1.5,0.047,77.0,40.0,3.07,0.72,11.1
5548,6.6,0.26,0.22,18.15,0.05,116.0,23.0,3.06,0.5,9.2
203,6.8,0.21,0.27,2.1,0.03,113.0,26.0,3.16,0.61,12.6
1432,7.3,0.26,0.33,17.85,0.049,153.5,41.5,3.06,0.44,9.1
5893,6.6,0.22,0.53,15.1,0.052,114.0,22.0,2.94,0.35,9.4
1867,6.0,0.34,0.24,5.4,0.06,103.0,23.0,3.25,0.44,9.0
4902,7.0,0.29,0.33,0.9,0.041,97.0,20.0,3.21,0.5,11.4
4293,6.2,0.28,0.57,1.0,0.043,42.0,50.0,3.17,0.36,11.5
5649,6.9,0.42,0.2,15.4,0.043,144.0,57.0,3.08,0.54,9.4
47,7.2,0.21,0.34,11.9,0.043,176.0,37.0,3.09,0.5,9.6
664,5.9,0.24,0.3,2.0,0.033,64.0,28.0,3.39,0.69,10.9
3741,6.3,0.22,0.3,2.0,0.05,97.0,23.0,3.24,0.47,10.4
4157,6.8,0.32,0.33,0.7,0.027,51.0,15.0,3.11,0.31,11.8
3657,6.8,0.28,0.29,11.9,0.052,98.0,51.0,3.02,0.58,10.4
3659,7.1,0.13,0.29,15.5,0.064,59.5,56.0,3.16,0.41,9.7
2735,5.9,0.33,0.32,8.1,0.038,25.0,9.0,3.22,0.36,12.7
1625,7.9,0.37,0.3,2.7,0.029,94.0,64.0,3.12,0.59,12.0
2436,6.0,0.21,0.34,2.0,0.042,60.0,63.0,3.44,0.42,11.4
4275,6.8,0.23,0.48,1.5,0.036,130.0,35.0,3.18,0.45,11.3
4878,6.6,0.42,0.13,12.8,0.044,132.0,26.0,3.24,0.47,9.0
801,8.2,0.23,0.37,1.3,0.042,78.0,39.0,2.99,0.36,10.0
4727,7.0,0.28,0.28,1.4,0.039,71.0,12.0,3.18,0.65,11.1
1050,7.9,0.41,0.37,4.5,0.03,74.0,40.0,3.17,0.54,12.4
3066,7.8,0.2,0.2,1.4,0.036,58.0,25.0,3.03,0.46,11.7
3037,6.1,0.105,0.31,1.3,0.037,90.0,55.0,3.41,0.41,11.1
2454,5.8,0.22,0.29,0.9,0.034,55.0,34.0,3.14,0.36,11.1
5667,7.8,0.25,0.34,13.7,0.044,118.0,66.0,3.22,0.75,8.9
573,6.7,0.28,0.14,1.4,0.043,95.0,64.0,3.17,0.39,10.0
5419,6.8,0.28,0.44,11.5,0.04,165.0,58.0,3.22,0.56,9.5
4866,6.4,0.28,0.17,8.3,0.042,134.0,61.0,3.22,0.46,9.4
583,5.9,0.37,0.14,6.3,0.036,151.0,34.0,3.17,0.63,9.8
270,7.9,0.26,0.41,15.15,0.04,178.0,38.0,2.96,0.6,10.0
4586,6.8,0.39,0.35,11.6,0.044,163.0,57.0,3.07,0.53,9.3
471,7.2,0.34,0.44,4.2,0.047,93.0,51.0,3.01,0.76,12.3
2265,8.0,0.24,0.26,1.7,0.033,100.0,36.0,3.44,0.51,10.4
5218,7.8,0.49,0.49,7.0,0.043,120.0,29.0,3.21,0.33,10.0
5013,5.5,0.14,0.27,4.6,0.029,82.0,22.0,3.34,0.44,9.0
4793,6.4,0.3,0.38,7.8,0.046,157.0,35.0,3.1,0.37,9.0
3912,6.2,0.22,0.28,2.2,0.04,101.0,24.0,3.19,0.48,10.5
3951,6.0,0.28,0.29,19.3,0.051,138.0,36.0,3.14,0.5,9.0
743,6.1,0.34,0.27,2.6,0.024,85.0,20.0,3.4,0.67,12.2
3940,4.4,0.46,0.1,2.8,0.024,80.0,31.0,3.48,0.34,13.1
3812,6.9,0.26,0.29,4.2,0.043,81.0,33.0,3.16,0.31,12.5
637,7.1,0.14,0.4,1.2,0.051,81.0,55.0,3.3,0.96,9.8
5016,7.6,0.285,0.32,14.6,0.063,169.0,32.0,3.0,0.45,9.2
3115,6.6,0.23,0.37,8.5,0.036,107.0,46.0,3.2,0.48,9.4
3170,6.6,0.295,0.24,1.6,0.039,111.0,29.0,3.35,0.61,10.4
3320,6.5,0.32,0.45,7.7,0.022,66.0,31.0,3.2,0.7,12.7
2268,5.9,0.445,0.26,1.4,0.027,86.0,23.0,3.3,0.36,10.5
1737,5.7,0.27,0.32,1.2,0.046,135.0,20.0,3.8,0.41,10.2
1874,7.5,0.18,0.31,11.7,0.051,70.0,24.0,3.19,0.44,9.5
162,6.8,0.26,0.24,7.8,0.052,160.0,54.0,3.13,0.47,8.9
4512,7.2,0.24,0.4,17.85,0.049,135.0,50.0,3.34,0.42,9.6
5628,6.6,0.32,0.47,15.6,0.063,146.0,27.0,3.18,0.56,9.0
4711,6.9,0.34,0.36,1.4,0.032,132.0,13.0,3.07,0.52,9.8
2287,6.8,0.19,0.23,5.1,0.034,133.0,71.0,3.23,0.69,10.1
1773,6.6,0.27,0.29,5.3,0.045,132.0,57.0,3.31,0.79,9.8
1439,7.0,0.24,0.3,4.2,0.04,172.0,41.0,3.28,0.49,11.8
1600,7.9,0.29,0.31,7.35,0.034,117.0,37.0,3.06,0.31,10.8
3109,6.4,0.28,0.44,7.1,0.048,130.0,49.0,3.15,0.48,9.2
2392,7.3,0.32,0.35,1.4,0.05,155.0,8.0,3.24,0.42,10.7
3023,5.9,0.27,0.27,5.0,0.035,83.0,14.0,3.1,0.33,11.8
4350,6.6,0.24,0.35,7.7,0.031,99.0,36.0,3.19,0.37,10.5
3147,6.8,0.18,0.28,1.1,0.027,80.0,32.0,3.15,0.45,11.0
4438,6.6,0.26,0.22,18.15,0.05,116.0,23.0,3.06,0.5,9.2
3372,8.0,0.27,0.33,1.2,0.05,62.0,41.0,3.0,0.45,12.4
3126,5.7,0.22,0.22,16.65,0.044,71.0,39.0,3.24,0.48,9.0
1023,6.4,0.3,0.38,7.8,0.046,157.0,35.0,3.1,0.37,9.0
2074,8.0,0.27,0.25,19.1,0.045,158.0,50.0,3.05,0.5,9.2
5933,6.6,0.24,0.38,8.0,0.042,131.0,56.0,3.21,0.46,9.2
4611,8.7,0.24,0.35,0.6,0.042,60.0,11.0,3.08,0.38,10.6
2101,6.6,0.34,0.34,2.6,0.051,169.5,40.5,3.15,0.61,10.0
1606,7.7,0.3,0.42,14.3,0.045,168.0,45.0,3.18,0.63,9.2
1462,7.0,0.21,0.31,6.0,0.046,79.0,29.0,3.26,0.5,10.8
1170,8.3,0.26,0.41,9.2,0.042,121.0,41.0,3.1,0.38,12.0
5906,7.4,0.3,0.32,1.7,0.03,105.0,23.0,3.17,0.66,10.9
2000,6.9,0.3,0.21,7.2,0.045,136.0,54.0,3.22,0.48,9.4
2200,6.4,0.15,0.44,1.2,0.043,83.0,67.0,3.14,0.73,11.2
4729,6.6,0.45,0.43,7.2,0.064,155.0,31.0,3.12,0.44,9.4
4123,6.8,0.29,0.22,3.4,0.035,82.0,40.0,3.09,0.47,12.3
1060,7.4,0.18,0.42,2.1,0.036,154.0,33.0,3.4,0.41,10.6
3857,6.5,0.2,0.33,1.5,0.039,74.0,36.0,3.22,0.65,12.0
21,7.0,0.25,0.32,9.0,0.046,189.0,56.0,3.25,0.5,10.4
2744,5.8,0.39,0.47,7.5,0.027,76.0,12.0,3.38,0.45,14.0
4482,7.0,0.3,0.28,2.2,0.042,156.0,21.0,3.2,0.57,11.4
4179,7.2,0.33,0.28,1.4,0.034,83.0,26.0,3.28,0.57,10.6
4548,6.9,0.19,0.35,5.0,0.067,118.0,32.0,3.36,0.48,9.8
2125,5.6,0.35,0.4,6.3,0.022,151.0,23.0,3.54,0.5,11.6
1408,5.8,0.15,0.49,1.1,0.048,77.0,21.0,3.19,0.48,9.2
1140,8.4,0.58,0.27,12.15,0.033,79.0,37.0,2.99,0.39,10.8
2298,5.9,0.34,0.31,2.0,0.03,104.0,38.0,3.4,0.41,12.9
3521,6.4,0.25,0.57,1.0,0.062,101.0,21.0,3.0,0.4,9.5
2644,6.3,0.33,0.42,17.2,0.037,113.0,57.0,3.26,0.57,9.4
2441,6.5,0.22,0.45,8.0,0.053,144.0,52.0,3.23,0.48,9.1
5393,7.1,0.21,0.27,8.6,0.056,85.0,26.0,2.95,0.52,9.5
309,6.9,0.33,0.21,1.0,0.053,109.0,39.0,3.12,0.45,9.4
2622,8.4,0.32,0.35,11.7,0.029,43.0,3.0,3.02,0.34,11.8
3538,6.4,0.18,0.48,18.0,0.054,127.0,56.0,2.98,0.61,8.5
4542,7.4,0.27,0.26,11.8,0.053,118.0,55.0,3.11,0.6,9.8
914,6.3,0.27,0.25,5.8,0.038,103.0,52.0,3.28,0.38,9.4
889,7.3,0.24,0.34,7.5,0.048,123.0,29.0,3.1,0.54,9.0
4295,4.8,0.29,0.23,1.1,0.044,142.0,38.0,3.28,0.34,11.9
710,6.9,0.19,0.35,1.7,0.036,68.0,33.0,3.21,0.54,10.8
4635,7.6,0.33,0.41,13.7,0.045,153.0,44.0,3.18,0.64,9.1
1454,6.8,0.26,0.29,16.95,0.056,131.0,48.0,3.45,0.4,9.6
3597,5.7,0.25,0.27,10.8,0.05,58.0,58.0,3.1,0.5,9.8
5126,6.3,0.25,0.27,6.6,0.054,118.0,40.0,3.2,0.48,10.3
2817,6.8,0.27,0.42,7.3,0.054,142.0,58.0,3.12,0.49,9.4
1955,6.2,0.25,0.28,8.5,0.035,80.0,28.0,3.4,0.42,10.4
864,7.6,0.19,0.38,10.6,0.06,126.0,48.0,3.13,0.38,10.5
4705,7.0,0.44,0.24,12.1,0.056,142.0,68.0,3.05,0.5,9.5
4178,5.6,0.205,0.16,12.55,0.051,84.0,31.0,3.4,0.38,10.8
3513,6.7,0.28,0.34,8.9,0.048,79.0,32.0,3.25,0.54,11.0
5809,6.9,0.3,0.3,1.3,0.053,162.0,24.0,3.29,0.54,9.9
1870,7.4,0.29,0.25,3.8,0.044,84.0,30.0,3.11,0.4,11.0
5147,8.8,0.2,0.28,1.1,0.018,54.0,18.0,2.97,0.35,10.4
2428,7.4,0.3,0.32,1.7,0.03,105.0,23.0,3.17,0.66,10.9
5054,6.4,0.33,0.24,1.6,0.054,92.0,25.0,3.36,0.5,9.3
3294,5.5,0.17,0.23,2.9,0.039,98.0,10.0,3.28,0.5,10.0
2549,4.9,0.33,0.31,1.2,0.016,111.0,39.0,3.33,0.59,14.0
5252,6.6,0.25,0.33,8.5,0.042,112.0,29.0,3.28,0.6,10.4
5508,6.8,0.18,0.37,1.6,0.055,107.0,47.0,3.08,0.45,9.1
4070,5.0,0.33,0.23,11.8,0.03,135.0,23.0,3.41,0.64,11.8
3067,6.7,0.28,0.31,7.4,0.041,74.0,7.0,3.04,0.47,11.4
2301,6.8,0.26,0.4,7.5,0.046,134.0,45.0,3.2,0.49,9.3
3892,7.4,0.27,0.26,11.8,0.053,118.0,55.0,3.11,0.6,9.8
4343,6.9,0.4,0.17,12.9,0.033,127.0,59.0,3.08,0.49,9.4
3604,6.5,0.21,0.42,1.1,0.059,68.0,33.0,3.12,0.38,9.7
1352,9.3,0.31,0.49,1.3,0.042,113.0,34.0,3.11,0.46,9.8
2990,7.1,0.32,0.3,9.9,0.041,129.0,63.0,3.12,0.49,10.2
2458,5.9,0.22,0.38,1.3,0.046,66.0,24.0,3.2,0.47,10.0
1336,7.1,0.34,0.49,1.5,0.027,100.0,26.0,3.3,0.33,12.2
3637,6.0,0.13,0.36,1.6,0.052,49.0,23.0,3.1,0.5,11.5
1841,6.8,0.24,0.34,5.1,0.038,68.0,31.0,3.24,0.46,11.8
5146,6.3,0.695,0.55,12.9,0.056,194.0,58.0,3.29,0.49,8.7
3977,6.7,0.31,0.33,2.0,0.033,62.0,12.0,3.29,0.65,12.5
3385,5.9,0.17,0.29,3.1,0.03,91.0,32.0,3.41,0.33,13.7
910,7.8,0.26,0.44,1.3,0.037,89.0,43.0,3.18,0.65,10.0
5826,5.9,0.21,0.24,12.1,0.044,112.0,53.0,3.25,0.39,9.5
5904,6.3,0.39,0.24,6.9,0.069,108.0,9.0,3.15,0.35,10.2
2732,6.9,0.22,0.43,6.4,0.042,81.0,34.0,3.05,0.51,10.8
3682,6.7,0.21,0.34,1.5,0.035,78.0,45.0,3.24,0.36,12.6
5617,7.6,0.17,0.45,11.2,0.054,81.0,56.0,3.15,0.47,10.0
1259,7.0,0.2,0.49,5.9,0.038,89.0,39.0,3.21,0.48,10.8
1304,6.6,0.21,0.49,18.15,0.042,117.0,41.0,3.28,0.39,8.7
1979,7.0,0.32,0.31,6.4,0.031,77.0,38.0,3.38,0.58,12.2
2651,5.8,0.15,0.31,5.9,0.036,66.0,7.0,3.2,0.43,11.9
3759,5.3,0.47,0.1,1.3,0.036,63.0,11.0,3.48,0.54,11.2
3750,6.8,0.26,0.26,2.0,0.019,48.5,23.5,3.16,0.47,11.8
1346,6.2,0.27,0.49,1.4,0.05,54.0,20.0,3.32,0.44,9.8
3984,6.0,0.19,0.37,9.7,0.032,33.0,17.0,3.08,0.66,12.0
2715,7.6,0.23,0.34,1.6,0.043,105.0,24.0,3.12,0.7,10.4
4957,7.0,0.18,0.37,1.5,0.043,88.0,16.0,3.18,0.5,10.8
5768,8.9,0.13,0.49,1.0,0.028,18.0,6.0,2.91,0.32,9.9
3649,5.9,0.65,0.23,5.0,0.035,108.0,20.0,3.46,0.48,12.8
5114,6.8,0.28,0.4,22.0,0.048,119.0,48.0,2.93,0.5,8.7
5490,5.8,0.24,0.44,3.5,0.029,104.0,5.0,3.53,0.43,11.7
3935,6.6,0.27,0.25,1.2,0.033,75.0,36.0,3.16,0.37,12.4
4690,6.1,0.25,0.18,10.5,0.049,83.0,41.0,3.14,0.35,10.5
966,6.1,0.31,0.37,8.4,0.031,100.0,70.0,3.42,0.4,11.7
3197,8.7,0.3,0.34,4.8,0.018,104.0,23.0,3.12,0.49,11.2
1667,7.2,0.15,0.33,1.1,0.027,47.0,16.0,3.37,0.4,9.9
662,7.6,0.3,0.27,10.6,0.039,88.0,31.0,3.27,0.3,9.3
2559,8.1,0.12,0.38,0.9,0.034,50.0,36.0,2.8,0.55,12.0
5547,7.4,0.27,0.26,11.8,0.053,118.0,55.0,3.11,0.6,9.8
3280,6.5,0.32,0.48,8.0,0.026,70.0,18.0,3.22,0.79,12.7
3639,6.3,0.18,0.22,5.6,0.047,102.0,45.0,3.09,0.54,10.0
1402,7.1,0.3,0.49,1.6,0.045,69.0,31.0,3.4,0.59,10.2
3119,6.6,0.23,0.37,8.5,0.036,107.0,46.0,3.2,0.48,9.4
1078,6.9,0.31,0.34,7.4,0.059,138.0,36.0,3.46,0.62,11.1
4325,6.2,0.38,0.42,2.5,0.038,83.0,34.0,3.36,0.59,11.6
3694,6.4,0.33,0.28,4.0,0.04,57.0,24.0,3.26,0.64,12.6
1427,6.4,0.35,0.2,5.7,0.034,99.0,18.0,3.33,0.43,10.1
2470,6.9,0.33,0.26,5.0,0.027,97.0,46.0,3.25,0.43,11.2
1685,7.9,0.33,0.26,1.2,0.044,80.0,23.0,3.19,0.54,10.5
3507,7.3,0.23,0.41,14.6,0.048,150.0,73.0,3.16,0.71,9.4
1077,7.2,0.14,0.35,1.2,0.036,58.0,15.0,3.46,0.39,9.9
3680,6.3,0.17,0.32,1.0,0.04,79.0,39.0,3.31,0.4,13.1
1376,7.8,0.26,0.49,3.2,0.027,59.0,28.0,3.03,0.32,11.3
4638,7.7,0.15,0.29,1.3,0.029,54.0,10.0,3.35,0.39,10.1
4259,6.0,0.2,0.33,1.1,0.039,81.0,45.0,3.31,0.45,11.6
3437,7.2,0.25,0.32,1.5,0.054,81.0,24.0,3.17,0.48,11.1
3739,6.6,0.39,0.28,9.2,0.036,82.0,10.0,3.07,0.35,12.1
3120,7.3,0.2,0.29,19.9,0.039,168.0,69.0,3.1,0.48,9.2
5698,7.2,0.15,0.39,1.8,0.043,138.0,21.0,3.52,0.47,10.0
3366,7.1,0.44,0.23,5.8,0.035,76.0,24.0,3.15,0.57,13.2
2460,6.5,0.22,0.29,7.4,0.028,71.0,16.0,3.15,0.56,10.9
5910,8.4,0.19,0.43,2.1,0.052,84.0,20.0,2.85,0.46,9.5
5056,7.1,0.12,0.32,9.6,0.054,98.0,64.0,3.4,0.41,9.4
4738,7.8,0.21,0.27,1.2,0.051,69.0,20.0,3.06,0.46,9.1
2667,6.7,0.24,0.41,2.9,0.039,74.0,48.0,3.25,0.43,12.0
156,6.6,0.28,0.28,8.5,0.052,156.0,55.0,3.09,0.55,8.9
199,7.7,0.31,0.26,7.8,0.031,67.0,23.0,3.13,0.5,10.4
2188,8.9,0.27,0.34,10.7,0.029,146.5,19.5,3.13,0.48,10.6
2024,6.1,0.28,0.16,1.3,0.06,90.0,36.0,3.13,0.46,8.7
4105,6.4,0.4,0.25,4.2,0.032,76.0,15.0,3.26,0.52,13.1
1420,7.1,0.31,0.38,1.2,0.036,114.0,10.0,3.14,0.44,9.9
3699,7.8,0.27,0.35,1.2,0.05,104.0,36.0,3.09,0.45,11.2
5626,7.3,0.28,0.37,1.2,0.039,73.0,26.0,3.01,0.62,10.8
2571,6.7,0.2,0.3,1.4,0.025,59.0,17.0,3.11,0.44,11.0
1382,9.0,0.22,0.49,10.4,0.048,143.0,52.0,3.31,0.44,10.2
294,6.3,0.12,0.36,2.1,0.044,99.0,47.0,3.27,0.74,11.4
855,6.1,0.16,0.27,12.6,0.064,99.0,63.0,3.66,0.43,8.9
3315,6.7,0.42,0.39,12.1,0.04,187.0,61.0,3.31,0.58,9.7
3975,5.8,0.28,0.18,1.2,0.058,101.0,7.0,3.23,0.58,9.55
4724,5.8,0.26,0.24,9.2,0.044,97.0,55.0,3.31,0.38,9.4
2869,6.5,0.32,0.3,2.3,0.051,107.0,20.0,3.13,0.52,12.8
3687,6.9,0.35,0.39,2.4,0.048,132.0,25.0,3.2,0.54,11.1
5080,8.1,0.31,0.24,1.6,0.032,57.0,10.0,3.08,0.47,10.5
5004,6.5,0.25,0.45,7.8,0.048,136.0,52.0,3.2,0.53,9.1
866,6.6,0.14,0.44,1.6,0.042,93.0,47.0,3.32,0.51,10.2
5043,6.5,0.51,0.25,1.7,0.048,138.0,39.0,3.28,0.57,10.56666667
787,6.2,0.35,0.29,7.3,0.044,188.0,56.0,3.36,0.55,10.0
3599,5.9,0.23,0.28,8.6,0.046,105.0,37.0,3.23,0.53,10.6
2883,6.5,0.25,0.5,7.6,0.047,130.0,54.0,3.17,0.45,9.2
4984,6.0,0.11,0.47,10.6,0.052,79.0,69.0,2.91,0.34,9.3
4896,6.4,0.32,0.5,10.7,0.047,149.0,57.0,3.08,0.6,9.4
1163,6.9,0.32,0.16,1.4,0.051,81.0,15.0,3.22,0.38,9.5
2303,5.9,0.3,0.3,2.0,0.03,104.0,38.0,3.41,0.41,12.9
527,7.0,0.23,0.42,18.05,0.05,109.0,35.0,3.22,0.42,8.8
4487,8.9,0.33,0.34,1.4,0.056,157.0,14.0,3.13,0.47,9.7
4100,6.4,0.62,0.12,4.7,0.06,163.0,33.0,3.22,0.48,8.9
4909,6.7,0.24,0.29,14.9,0.053,81.0,55.0,3.03,0.52,9.0
42,7.2,0.19,0.31,1.6,0.062,142.0,31.0,3.35,0.44,11.7
5676,7.4,0.31,0.48,14.2,0.042,142.0,62.0,3.06,0.59,9.4
5602,7.1,0.28,0.26,1.9,0.049,74.0,12.0,3.15,0.38,9.4
5219,6.6,0.31,0.37,6.2,0.052,151.0,13.0,3.24,0.39,8.8
4375,7.4,0.33,0.26,15.6,0.049,143.0,67.0,3.06,0.68,9.5
2220,7.7,0.3,0.26,18.95,0.053,138.0,36.0,3.2,0.5,10.4
2077,7.0,0.16,0.26,6.85,0.047,190.0,30.0,3.38,0.58,10.1
3842,5.8,0.22,0.25,1.5,0.024,88.0,21.0,3.37,0.58,10.4
5835,7.5,0.41,0.23,14.8,0.054,146.0,28.0,3.18,0.49,9.7
2898,7.3,0.145,0.33,1.1,0.042,50.0,14.0,3.1,0.37,11.8
4765,7.2,0.615,0.1,1.4,0.068,129.0,25.0,3.2,0.48,9.7
530,6.1,0.17,0.28,4.5,0.033,104.0,46.0,3.43,0.49,10.9
4521,4.9,0.345,0.34,1.0,0.068,111.0,32.0,3.24,0.4,10.1
34,7.0,0.31,0.26,7.4,0.069,132.0,28.0,3.13,0.46,9.8
4522,6.8,0.32,0.34,6.0,0.05,124.0,5.0,3.19,0.4,9.1
2865,6.4,0.16,0.25,1.4,0.057,104.0,21.0,3.23,0.44,11.1
3740,6.3,0.23,0.33,6.9,0.052,95.0,23.0,3.23,0.46,10.4
1669,7.4,0.32,0.55,16.6,0.056,185.0,53.0,2.96,0.58,8.7
5136,6.1,0.27,0.43,7.5,0.049,178.0,65.0,3.12,0.47,9.0
1198,7.0,0.2,0.34,5.7,0.035,51.0,32.0,3.19,0.46,11.5
1835,7.5,0.26,0.52,13.2,0.047,115.0,64.0,3.1,0.46,9.0
1435,7.3,0.26,0.33,17.85,0.049,153.5,41.5,3.06,0.44,9.1
3916,6.6,0.22,0.23,17.3,0.047,81.0,37.0,3.08,0.46,8.8
4121,5.7,0.24,0.3,1.3,0.03,73.0,25.0,3.37,0.43,12.4
1476,8.1,0.3,0.31,1.1,0.041,74.0,49.0,2.99,0.45,11.1
2746,5.8,0.29,0.33,3.7,0.029,58.0,30.0,3.25,0.42,12.3
4357,6.3,0.27,0.18,7.7,0.048,141.0,45.0,3.23,0.47,9.0
4937,8.0,0.37,0.31,4.7,0.038,124.0,3.0,2.9,0.72,12.1
1724,7.7,0.26,0.34,6.4,0.05,127.0,36.0,3.19,0.7,11.5
63,7.1,0.18,0.36,1.4,0.043,56.0,31.0,3.26,0.37,12.7
5042,9.1,0.28,0.49,2.0,0.059,102.0,10.0,3.15,0.46,10.1
1234,8.0,0.25,0.49,1.2,0.061,90.0,27.0,3.08,0.34,9.4
5588,8.7,0.31,0.21,5.6,0.039,39.0,28.0,2.96,0.52,11.0
1740,8.7,0.24,0.35,0.6,0.042,60.0,11.0,3.08,0.38,10.6
4804,6.9,0.32,0.13,7.8,0.042,106.0,11.0,3.23,0.37,9.2
5717,6.1,0.28,0.27,8.0,0.048,121.0,41.0,3.21,0.51,9.9
254,6.2,0.33,0.27,4.9,0.036,104.0,30.0,3.2,0.42,10.4
795,8.5,0.16,0.35,1.6,0.039,123.0,24.0,2.96,0.36,10.0
3231,5.4,0.3,0.3,1.2,0.029,68.0,25.0,3.31,0.4,13.6
5857,5.4,0.31,0.47,3.0,0.053,98.0,46.0,3.29,0.76,10.0
2025,7.0,0.18,0.26,1.4,0.044,43.0,46.0,3.39,0.48,10.7
1107,7.3,0.42,0.38,6.8,0.045,93.0,29.0,3.19,0.37,12.6
4340,6.6,0.32,0.36,8.0,0.047,111.0,57.0,3.15,0.46,9.6
1846,9.8,0.93,0.45,8.6,0.052,153.0,34.0,3.12,0.59,10.2
2093,6.9,0.43,0.28,9.4,0.056,154.0,29.0,3.17,0.43,9.4
545,7.1,0.26,0.34,14.4,0.067,154.0,35.0,3.07,0.53,9.1
514,6.5,0.36,0.28,3.2,0.037,90.0,29.0,3.25,0.65,12.4
2099,6.6,0.32,0.33,2.5,0.052,179.5,40.0,3.15,0.6,10.0
501,6.9,0.41,0.33,10.1,0.043,124.0,28.0,3.2,0.52,9.4
4444,10.0,0.91,0.42,1.6,0.056,147.0,34.0,3.11,0.46,10.0
2615,7.0,0.13,0.37,12.85,0.042,69.0,36.0,3.05,0.55,10.7
4676,6.0,0.26,0.15,1.2,0.053,89.0,35.0,3.08,0.46,8.8
3905,5.7,0.24,0.47,6.3,0.069,147.0,35.0,3.11,0.46,9.733333333
125,7.4,0.24,0.42,14.0,0.066,150.0,48.0,2.89,0.42,8.9
1946,6.9,0.3,0.21,15.7,0.056,110.0,49.0,3.11,0.48,9.0
3785,5.7,0.26,0.24,17.8,0.059,101.0,23.0,3.3,0.5,10.1
5611,7.2,0.24,0.19,7.7,0.045,123.0,53.0,3.17,0.38,9.5
3004,6.2,0.28,0.28,4.3,0.026,83.0,22.0,2.98,0.64,13.1
3621,6.8,0.3,0.26,20.3,0.037,105.0,45.0,3.04,0.38,12.3
5660,6.6,0.32,0.36,8.0,0.047,111.0,57.0,3.15,0.46,9.6
4018,7.3,0.28,0.54,12.9,0.049,100.5,62.0,3.06,0.45,9.1
3505,6.8,0.11,0.27,8.6,0.044,59.0,45.0,3.2,0.37,9.9
484,7.2,0.2,0.34,2.7,0.032,102.0,49.0,3.16,0.39,12.7
2040,6.3,0.1,0.24,6.0,0.039,82.0,25.0,3.59,0.49,10.5
5346,7.3,0.33,0.22,1.4,0.041,137.0,40.0,3.14,0.48,9.9
3553,7.5,0.26,0.38,5.7,0.021,102.0,23.0,3.13,0.62,11.1
2362,7.1,0.29,0.28,9.3,0.048,91.0,50.0,3.13,0.49,10.3
2510,5.7,0.21,0.25,1.1,0.035,55.0,26.0,3.31,0.52,11.4
5076,8.2,0.28,0.42,1.8,0.031,63.0,30.0,3.09,0.39,11.4
4263,6.0,0.35,0.46,0.9,0.033,56.0,9.0,3.24,0.35,12.1
1224,7.0,0.39,0.24,1.0,0.048,111.0,8.0,3.0,0.31,10.1
1035,9.7,0.24,0.45,1.2,0.033,48.0,11.0,2.74,0.47,10.8
